pr_level1_key,pr_dpcode,iprcode,pack_size,brcode,parqty,sh_daysmin,sd_t_qty_30,on_promotion,Parqty_Cal,Parqty_Adj
1,5,5397,8,1034,24,365,24.0,0.0,24.0,24
2,19,253664,1,1042,5,200,0.0,0.0,0.0,3
1,5,253233,12,1020,12,100,5.0,0.0,5.0,6
2,19,253657,1,1042,5,432,0.0,0.0,0.0,3
1,19,253207,12,1016,8,584,10.0,0.0,10.0,10
1,19,252842,40,1051,3,292,0.0,0.0,0.0,6
1,1,173647,1,1047,3,329,0.0,0.0,0.0,6
1,10,185536,6,1041,6,658,8.0,0.0,8.0,8
1,14,232824,30,1005,46,658,21.0,0.0,21.0,21
1,19,250487,15,1044,6,330,0.0,0.0,0.0,6
1,28,209347,24,1026,6,450,3.0,0.0,3.0,6
1,19,118050,1,1050,12,307,2.0,0.0,2.0,6
1,6,255317,6,1023,8,360,7.0,1.25,9.0,9
1,1,116970,12,1023,6,329,11.0,0.0,7.0,7
1,20,245590,12,1046,6,300,7.0,0.0,7.0,7
1,6,91248,32,1000,24,268,6.0,0.0,6.0,6
1,2,112532,6,1053,12,342,9.0,1.25,11.0,11
1,2,250679,50,1046,4,300,5.0,0.0,5.0,6
1,12,250125,6,1038,6,432,4.0,0.0,4.0,6
1,2,28502,12,1016,12,635,8.0,0.0,8.0,8
1,8,184144,3,1030,5,650,10.0,0.0,10.0,10
2,22,256337,20,1039,6,216,4.0,1.25,5.0,4
1,8,259502,12,1016,6,730,1.0,1.25,1.0,8
2,23,235781,20,1024,4,270,7.0,0.0,7.0,7
2,28,90123,12,1036,6,75,17.0,0.0,11.0,11
1,1,247764,1,1044,3,2500,0.0,0.0,0.0,6
1,10,257389,8,1033,6,315,1.0,0.0,1.0,6
1,5,211646,14,1032,18,265,10.0,0.0,10.0,10
1,2,42116,36,1033,10,270,7.0,0.0,7.0,7
1,8,229331,160,1012,22,325,26.0,0.0,26.0,26
1,12,240591,48,1047,14,530,0.0,0.0,0.0,6
1,1,111339,6,1047,6,352,7.0,0.0,5.0,5
1,28,236735,6,1030,6,135,2.0,0.0,2.0,6
1,10,239991,6,1048,10,315,9.0,1.25,11.0,11
2,19,223768,1,1034,5,90,3.0,0.0,2.0,3
1,28,239168,9,1011,6,260,5.0,0.0,5.0,6
1,19,243590,1,1039,2,365,0.0,0.0,0.0,6
1,2,222117,10,1041,30,310,18.0,1.25,23.0,23
1,5,112853,12,1036,6,655,2.0,0.0,2.0,6
1,28,214022,4,1034,4,180,1.0,0.0,1.0,6
1,8,217294,6,1032,8,583,26.0,0.0,26.0,26
1,19,244862,6,1026,6,730,3.0,0.0,3.0,6
1,1,103271,1,1048,3,329,0.0,0.0,0.0,6
1,8,24186,6,1003,6,871,0.0,0.0,0.0,6
1,1,221151,1,1032,3,365,2.0,0.0,1.0,6
1,3,189071,30,1033,4,150,6.0,0.0,6.0,6
1,10,84252,6,1015,6,658,8.0,0.0,8.0,8
1,19,229704,12,1051,12,184,1.0,0.0,1.0,6
2,28,217858,24,1040,4,56,13.0,0.0,9.0,9
1,14,243409,24,1034,12,2190,0.0,1.25,0.0,8
2,28,130327,12,1020,4,90,2.0,0.0,1.0,3
1,14,18998,12,1030,18,365,34.0,0.0,34.0,34
1,1,242306,12,1030,6,180,1.0,0.0,1.0,6
1,8,202331,12,1020,4,655,0.0,0.0,0.0,6
1,8,258039,6,1000,6,365,7.0,0.0,7.0,7
1,19,239314,1,1021,2,365,0.0,0.0,0.0,6
1,5,226315,12,1022,6,321,3.0,1.25,4.0,8
1,1,247763,6,1038,16,180,59.75,0.0,39.0,40
1,14,221752,12,1033,3,658,0.0,0.0,0.0,6
1,28,186437,9,1048,4,182,1.0,0.0,1.0,6
1,2,257538,48,1030,16,240,9.0,1.25,11.0,11
2,28,221314,24,1034,4,90,2.0,0.0,1.0,3
1,8,7533,12,1006,4,902,1.0,0.0,1.0,6
2,18,119557,15,1003,10,150,4.0,0.0,4.0,3
1,10,136689,12,1038,8,658,11.0,1.25,14.0,14
2,19,251466,6,1052,5,120,6.0,0.0,6.0,6
1,2,233706,12,1040,2,325,1.0,0.0,1.0,6
2,28,189873,6,1000,10,40,21.0,0.0,7.0,7
1,5,122749,12,1030,4,548,3.0,0.0,3.0,6
1,8,250589,16,1016,9,90,10.0,0.0,7.0,7
1,12,240592,48,1040,20,530,6.0,0.0,6.0,6
1,2,247862,24,1039,4,390,0.0,1.25,0.0,8
1,1,221163,1,1015,3,365,0.0,0.0,0.0,6
1,20,251377,24,1039,9,292,26.0,0.0,26.0,26
1,8,155187,12,1005,4,211,3.0,0.0,3.0,6
1,1,252270,1,1003,3,1095,0.0,0.0,0.0,6
1,20,178557,12,1005,13,120,19.0,1.25,24.0,24
1,8,236068,12,1014,4,475,0.0,1.25,0.0,8
2,23,258425,12,1050,6,100,1.0,1.25,1.0,4
1,10,204862,12,1015,6,658,2.0,1.25,3.0,8
1,9,237030,6,1047,6,657,0.0,1.25,0.0,8
1,8,259510,24,1050,4,378,1.0,0.0,1.0,6
1,1,63750,1,1000,9,365,17.0,0.0,11.0,11
1,2,146250,10,1003,8,312,2.0,0.0,2.0,6
1,28,114860,12,1041,10,189,5.0,0.0,5.0,6
1,8,8410,12,1026,5,267,3.0,0.0,3.0,6
1,3,247601,30,1036,10,365,3.0,0.0,3.0,6
1,1,89853,4,1052,3,365,0.0,0.0,0.0,6
1,3,199714,10,1034,6,211,0.0,0.0,0.0,6
1,28,257355,6,1021,6,180,5.0,0.0,5.0,6
2,21,212487,3,1048,3,292,1.0,0.0,1.0,3
1,1,254383,24,1019,6,250,5.0,0.0,3.0,6
1,2,229011,12,1011,6,219,7.0,0.0,7.0,7
1,3,8343,12,1020,6,328,4.0,1.25,5.0,8
1,3,257920,36,1042,4,192,2.0,0.0,2.0,6
1,19,251060,24,1047,12,180,3.0,0.0,3.0,6
1,6,218205,12,1019,6,429,0.0,0.0,0.0,6
1,28,159429,6,1022,6,90,6.0,0.0,4.0,6
1,8,7301,24,1034,12,621,7.0,0.0,7.0,7
1,19,257160,12,1030,6,255,2.0,1.25,3.0,8
1,9,237050,12,1024,4,657,5.0,1.25,6.0,8
1,2,230016,12,1047,8,292,4.0,1.25,5.0,8
1,2,206080,24,1022,6,365,7.0,0.0,7.0,7
1,9,255389,12,1053,6,766,3.0,0.0,3.0,6
1,14,252349,24,1014,16,600,4.0,0.0,4.0,6
1,1,208730,3,1019,5,329,0.0,0.0,0.0,6
1,8,218456,12,1053,12,345,0.0,0.0,0.0,6
1,4,256680,24,1038,6,305,14.0,1.25,18.0,18
1,8,226303,10,1030,3,400,3.0,0.0,3.0,6
1,1,83915,6,1049,6,240,3.25,0.0,2.0,6
1,1,258584,24,1024,6,365,3.0,0.0,2.0,6
1,2,207166,10,1024,24,322,12.0,1.25,15.0,15
1,2,126529,24,1032,13,201,23.0,1.25,29.0,29
1,1,259308,1,1049,3,365,0.0,0.0,0.0,6
1,9,254668,12,1036,6,766,0.0,1.25,0.0,8
1,3,252737,10,1034,4,291,0.0,0.0,0.0,6
1,10,252123,12,1022,4,510,1.0,1.25,1.0,8
2,28,104290,12,1049,8,60,16.0,1.25,14.0,14
2,23,258017,12,1051,3,23,2.0,0.0,1.0,3
1,8,228594,18,1050,12,778,0.0,0.0,0.0,6
1,9,110182,6,1016,4,328,2.0,0.0,2.0,6
2,19,260391,1,1033,12,28,6.0,0.0,2.0,3
1,2,182447,24,1016,12,211,14.0,0.0,14.0,14
1,1,259196,1,1014,3,2555,0.0,0.0,0.0,6
1,10,204862,12,1038,4,658,1.0,1.25,1.0,8
1,19,224735,12,1003,4,658,2.0,0.0,2.0,6
1,28,220632,15,1032,14,730,0.0,0.0,0.0,6
2,28,259727,12,1050,6,130,7.0,0.0,7.0,7
1,2,252144,20,1005,2,252,0.0,0.0,0.0,6
1,20,209857,12,1051,12,301,13.0,0.0,13.0,13
2,22,259027,20,1007,3,560,1.0,1.25,1.0,4
1,9,247883,24,1053,12,1095,2.0,0.0,2.0,6
2,21,28717,1,1012,5,17,6.0,0.0,2.0,3
1,9,162103,12,1052,12,365,11.0,1.25,14.0,14
1,12,250125,6,1024,6,432,3.0,0.0,3.0,6
1,8,252440,24,1024,12,292,6.0,0.0,6.0,6
1,2,180556,12,1040,4,289,3.0,1.25,4.0,8
1,5,233362,12,1015,24,321,29.0,0.0,29.0,29
1,19,253113,24,1036,12,144,0.0,0.0,0.0,6
1,2,246130,16,1003,10,584,14.0,1.25,18.0,18
1,28,252259,40,1042,4,120,0.0,0.0,0.0,6
1,9,235111,12,1052,6,771,1.0,0.0,1.0,6
1,1,141671,6,1053,4,365,1.0,1.25,1.0,8
1,28,214228,24,1011,4,182,1.0,0.0,1.0,6
1,1,206884,24,1015,3,150,0.0,0.0,0.0,6
1,1,226666,1,1014,3,365,0.0,0.0,0.0,6
1,1,201946,1,1044,3,329,3.0,0.0,2.0,6
2,19,208645,1,1036,6,26,0.0,0.0,0.0,3
1,5,246957,12,1044,6,670,8.0,0.0,8.0,8
1,20,248106,12,1034,6,255,0.0,0.0,0.0,6
1,20,260498,24,1003,24,180,8.0,0.0,8.0,8
1,19,224786,12,1020,6,658,1.0,0.0,1.0,6
1,1,257200,1,1007,3,730,0.0,0.0,0.0,6
1,1,256456,24,1020,6,630,0.0,0.0,0.0,6
1,20,260460,6,1015,6,135,3.0,0.0,3.0,6
2,19,73059,1,1051,4,31,1.0,0.0,0.0,3
1,3,250077,48,1020,6,180,3.0,0.0,3.0,6
1,10,11957,12,1015,20,658,35.0,1.25,44.0,44
1,3,3872,36,1003,12,365,4.0,0.0,4.0,6
1,19,237059,12,1003,6,657,0.0,0.0,0.0,6
1,1,259131,1,1015,6,2555,3.0,0.0,2.0,6
2,27,88927,1,1047,1,37,1.82,0.0,1.0,3
1,28,257697,10,1015,6,365,0.0,0.0,0.0,6
1,8,251629,12,1011,6,292,1.0,0.0,1.0,6
1,8,182048,24,1003,8,257,14.0,0.0,14.0,14
1,9,247883,24,1046,9,1095,12.0,0.0,12.0,12
1,9,232271,6,1053,6,730,1.0,0.0,1.0,6
1,20,157071,24,1044,29,292,50.0,0.0,50.0,50
1,19,243092,6,1000,4,292,0.0,0.0,0.0,6
1,10,258991,8,1039,6,325,1.0,1.25,1.0,8
2,23,231497,12,1003,3,109,4.0,1.25,5.0,4
1,8,248290,20,1048,7,180,0.0,0.0,0.0,6
1,1,200320,1,1036,3,329,0.0,0.0,0.0,6
1,8,250874,12,1038,10,100,7.0,0.0,7.0,7
1,10,255263,12,1039,6,767,0.0,0.0,0.0,6
1,10,258429,6,1030,6,315,6.0,0.0,6.0,6
2,28,202235,12,1011,12,66,35.0,0.0,23.0,23
2,18,238766,12,1015,12,90,0.0,0.0,0.0,3
2,28,131491,12,1036,4,321,1.0,0.0,1.0,3
1,10,215341,12,1021,9,658,0.0,0.0,0.0,6
1,6,255976,48,1022,6,540,1.0,1.25,1.0,8
1,1,257672,1,1046,3,750,0.0,0.0,0.0,6
1,9,180745,12,1023,7,365,7.0,0.0,7.0,7
1,1,259579,1,1023,3,1825,2.0,0.0,1.0,6
1,2,124659,12,1034,4,255,2.0,0.0,2.0,6
1,3,169748,12,1026,6,298,2.0,1.25,3.0,8
1,19,118050,1,1052,8,307,0.0,0.0,0.0,6
1,20,215456,24,1022,24,333,28.0,0.0,28.0,28
1,2,183199,36,1021,2,270,5.0,0.0,5.0,6
1,19,221904,6,1021,6,730,4.0,0.0,4.0,6
1,5,5921,36,1052,24,180,0.0,0.0,0.0,6
1,2,258522,24,1023,6,288,2.0,0.0,2.0,6
1,28,258361,8,1007,6,135,3.0,0.0,3.0,6
1,6,195750,48,1040,31,978,14.0,0.0,14.0,14
1,28,237520,12,1039,4,135,6.0,0.0,6.0,6
1,2,252139,9,1038,2,252,0.0,1.25,0.0,8
1,1,259218,1,1042,3,2190,2.0,1.25,1.0,8
1,2,241943,12,1041,8,365,11.0,1.25,14.0,14
1,5,245814,6,1015,3,256,2.0,1.25,3.0,8
1,19,243713,6,1033,6,876,0.0,0.0,0.0,6
1,2,231875,24,1047,6,300,5.0,0.0,5.0,6
2,19,253664,1,1014,5,200,1.0,0.0,1.0,3
1,2,258522,24,1032,6,288,5.0,0.0,5.0,6
2,19,253677,1,1042,5,365,0.0,0.0,0.0,3
1,1,210790,1,1039,3,329,0.0,0.0,0.0,6
1,19,251673,12,1006,3,365,1.0,0.0,1.0,6
1,3,236651,20,1032,6,270,11.0,0.0,11.0,11
1,20,252546,24,1036,6,255,4.0,1.25,5.0,8
2,23,259909,10,1044,5,90,0.0,0.0,0.0,3
1,25,39623,12,1000,6,658,2.0,0.0,2.0,6
1,5,110279,12,1047,3,634,1.0,0.0,1.0,6
1,5,251496,15,1030,6,180,4.0,0.0,4.0,6
2,23,214539,1,1052,6,26,7.0,0.0,2.0,3
1,28,175578,12,1034,4,270,1.0,0.0,1.0,6
1,8,204155,12,1014,2,180,0.0,0.0,0.0,6
2,28,248749,12,1007,4,135,1.0,0.0,1.0,3
1,4,69466,10,1052,12,494,0.0,1.25,0.0,8
1,5,227204,12,1030,12,633,2.0,0.0,2.0,6
1,28,122736,12,1049,18,60,21.0,0.0,14.0,14
1,6,239432,24,1006,6,109,3.0,0.0,3.0,6
1,1,252974,1,1019,3,180,2.0,0.0,1.0,6
2,23,23445,1,1012,3,13,11.0,0.0,3.0,3
1,5,254583,12,1022,3,90,0.0,0.0,0.0,6
2,21,242736,5,1026,8,210,1.0,0.0,1.0,3
1,3,219842,48,1041,10,328,7.0,1.25,9.0,9
1,8,183233,24,1023,5,208,5.0,0.0,5.0,6
1,3,249187,24,1030,6,240,2.0,1.25,3.0,8
1,2,222268,15,1044,4,173,14.0,0.0,14.0,14
1,5,258032,18,1048,6,383,3.0,1.25,4.0,8
1,2,206203,10,1024,6,148,2.0,0.0,2.0,6
1,1,250429,6,1041,6,3350,4.0,0.0,3.0,6
2,22,220745,20,1049,6,526,1.0,0.0,1.0,3
1,1,220619,1,1042,3,329,1.0,0.0,1.0,6
1,6,6886,48,1030,34,180,16.0,1.25,20.0,20
1,9,244228,4,1012,6,900,1.0,0.0,1.0,6
1,8,4687,12,1019,6,674,3.0,0.0,3.0,6
1,2,216355,12,1003,2,296,0.0,0.0,0.0,6
1,10,229568,12,1011,12,1095,43.0,1.25,54.0,54
1,10,216800,12,1024,6,658,3.0,1.25,4.0,8
1,28,203857,6,1052,4,135,1.0,0.0,1.0,6
1,5,243224,12,1052,3,584,1.0,0.0,1.0,6
1,19,233076,1,1026,6,658,2.0,0.0,2.0,6
1,6,238449,24,1040,13,1000,3.0,0.0,3.0,6
1,8,233228,12,1047,6,538,4.0,0.0,4.0,6
1,1,249750,1,1019,4,1095,1.0,0.0,1.0,6
1,10,252750,4,1019,6,504,8.0,1.25,10.0,10
1,1,247940,1,1015,3,1825,1.0,0.0,1.0,6
1,1,243640,1,1040,3,365,0.0,0.0,0.0,6
2,27,218750,1,1016,90,450,93.0,0.0,94.0,93
1,19,247997,6,1030,5,330,0.0,0.0,0.0,6
1,2,206142,24,1003,4,238,2.0,0.0,2.0,6
1,5,258811,12,1030,12,100,9.0,1.25,11.0,11
1,3,224949,10,1006,4,329,0.0,1.25,0.0,8
1,8,204661,12,1012,12,328,0.0,0.0,0.0,6
1,19,230825,1,1011,6,365,0.0,0.0,0.0,6
1,9,246448,12,1036,4,864,7.0,1.25,9.0,9
1,10,246191,12,1016,4,365,6.0,0.0,6.0,6
1,20,216078,12,1039,6,392,3.0,0.0,3.0,6
2,23,259904,8,1047,5,60,0.0,0.0,0.0,3
1,9,238499,10,1003,6,657,5.0,0.0,5.0,6
1,9,232242,6,1000,12,730,9.0,0.0,9.0,9
2,22,211918,12,1026,4,219,5.0,0.0,5.0,3
1,10,252918,6,1023,6,511,0.0,0.0,0.0,6
1,9,216088,6,1038,6,658,4.0,1.25,5.0,8
1,8,226494,6,1039,7,1195,0.0,0.0,0.0,6
1,9,257819,24,1049,6,766,0.0,0.0,0.0,6
1,8,4066,144,1048,8,321,3.0,0.0,3.0,6
1,14,216745,24,1052,2,658,0.0,0.0,0.0,6
1,1,257665,1,1030,3,750,1.0,0.0,1.0,6
1,2,91128,12,1006,10,332,5.0,0.0,5.0,6
1,20,234320,24,1011,21,562,33.0,0.0,33.0,33
1,9,243469,4,1000,4,1095,2.0,0.0,2.0,6
1,5,212665,12,1020,3,720,1.0,1.25,1.0,8
1,1,200320,1,1000,6,329,5.0,0.0,3.0,6
1,3,168356,6,1041,26,207,19.0,0.0,19.0,19
2,19,226170,12,1022,6,22,0.0,0.0,0.0,3
1,3,109645,20,1022,4,623,6.0,1.25,8.0,8
1,9,249690,48,1023,11,1095,8.0,0.0,8.0,8
2,23,221355,1,1016,5,18,30.0,0.0,10.0,10
1,19,242507,72,1049,12,584,10.0,0.0,10.0,10
1,2,3417,36,1014,72,319,108.0,1.25,128.0,135
1,9,256287,12,1048,4,900,3.0,1.25,4.0,8
1,3,241042,16,1011,8,330,1.0,0.0,1.0,6
1,3,203835,10,1023,8,270,1.0,1.25,1.0,8
1,20,256543,24,1011,12,260,1.0,0.0,1.0,6
1,8,33854,12,1019,6,589,7.0,0.0,7.0,7
1,19,253983,40,1006,20,292,0.0,0.0,0.0,6
1,20,191386,12,1050,6,304,5.0,0.0,5.0,6
2,28,248223,8,1024,4,165,0.0,0.0,0.0,3
1,1,204387,1,1030,3,329,0.0,0.0,0.0,6
1,1,259626,1,1032,3,1825,4.0,0.0,3.0,6
1,2,243401,6,1000,6,275,2.0,0.0,2.0,6
1,9,257609,12,1048,6,712,5.0,1.25,6.0,8
1,1,202898,1,1000,6,329,0.0,0.0,0.0,6
1,9,238646,24,1044,6,365,3.0,0.0,3.0,6
1,6,237200,20,1033,6,532,1.0,0.0,1.0,6
1,9,237040,12,1023,4,657,7.0,1.25,9.0,9
1,28,250000,12,1048,6,360,7.0,0.0,7.0,7
2,28,245025,24,1024,12,346,6.0,0.0,6.0,6
1,3,56939,6,1033,6,320,0.0,1.25,0.0,8
2,23,65600,1,1000,21,14,4.0,0.0,1.0,3
2,22,57290,40,1053,12,151,5.0,0.0,5.0,3
1,5,81630,10,1049,12,300,14.0,0.0,14.0,14
2,23,246778,1,1038,8,70,19.0,0.0,13.0,13
1,9,211107,12,1024,6,658,7.0,0.0,7.0,7
2,28,192644,10,1003,3,45,2.0,0.0,1.0,3
1,3,62012,60,1000,2,323,0.0,0.0,0.0,6
1,19,251672,12,1020,3,365,0.0,0.0,0.0,6
1,1,84504,1,1019,3,365,0.0,0.0,0.0,6
2,19,249341,12,1019,18,72,17.0,0.0,11.0,11
1,8,8357,12,1041,12,180,6.0,0.0,6.0,6
1,10,256294,6,1003,6,450,1.0,0.0,1.0,6
1,19,230688,12,1036,6,409,5.0,0.0,5.0,6
2,23,230262,12,1050,5,25,1.0,0.0,0.0,3
1,14,65644,12,1020,10,1095,3.0,0.0,3.0,6
2,19,252984,1,1019,5,120,3.0,0.0,3.0,3
1,19,241893,6,1007,6,1095,0.0,0.0,0.0,6
2,27,69683,1,1039,3,25,9.37,0.0,3.0,3
1,8,225175,12,1046,6,338,3.0,0.0,3.0,6
1,28,129484,15,1051,3,120,2.0,0.0,2.0,6
1,1,206885,24,1051,6,347,0.0,0.0,0.0,6
1,19,238537,10,1011,10,730,9.0,0.0,9.0,9
1,20,253866,12,1024,6,255,5.0,0.0,5.0,6
1,19,220787,12,1038,6,650,0.0,0.0,0.0,6
1,2,142363,48,1021,54,444,64.0,0.0,64.0,64
1,2,241882,20,1003,16,219,30.0,0.0,30.0,30
1,2,224057,12,1039,2,270,0.0,0.0,0.0,6
1,28,206515,6,1046,4,360,0.0,0.0,0.0,6
2,19,240746,1,1053,5,14,8.0,0.0,2.0,3
1,9,257547,72,1020,6,766,0.0,1.25,0.0,8
1,28,259281,6,1032,4,180,5.0,0.0,5.0,6
1,9,252664,12,1005,4,864,0.0,1.25,0.0,8
2,23,228739,24,1019,6,25,5.0,1.25,3.0,4
1,10,225742,12,1038,12,658,3.0,0.0,3.0,6
1,2,109898,10,1003,26,320,19.0,0.0,19.0,19
1,20,208579,12,1046,6,283,1.0,0.0,1.0,6
1,9,257833,12,1046,6,730,3.0,0.0,3.0,6
1,20,6088,24,1032,400,664,1202.0,0.0,852.0,1202
1,5,101617,18,1052,6,307,2.0,0.0,2.0,6
1,1,220596,1,1032,2,365,1.0,0.0,1.0,6
1,9,51573,24,1049,12,658,5.0,0.0,5.0,6
1,8,210740,8,1042,8,424,5.0,0.0,5.0,6
1,9,219529,36,1052,6,720,4.0,0.0,4.0,6
1,1,210522,6,1011,6,365,5.0,0.0,3.0,6
1,2,257249,12,1038,6,255,0.0,0.0,0.0,6
2,22,248787,12,1039,6,324,8.0,0.0,8.0,8
1,2,83012,36,1019,36,211,36.0,1.25,45.0,45
1,28,246789,10,1047,4,365,1.0,0.0,1.0,6
1,8,7954,12,1050,5,627,2.0,0.0,2.0,6
1,9,192406,12,1047,6,658,2.0,0.0,2.0,6
1,3,44468,24,1041,20,652,18.0,0.0,18.0,18
1,8,226296,15,1041,12,400,1.0,0.0,1.0,6
1,2,3496,24,1016,6,318,8.0,0.0,8.0,8
1,28,253800,12,1030,6,360,7.0,0.0,7.0,7
1,3,257158,40,1038,16,252,5.0,0.0,5.0,6
2,23,221115,1,1047,12,14,80.0,0.0,21.0,19
1,3,244336,4,1003,4,180,1.0,0.0,1.0,6
1,2,168871,10,1021,7,217,1.0,1.25,1.0,8
2,23,246781,1,1012,3,70,1.0,0.0,1.0,3
2,19,241601,1,1015,5,18,14.0,0.0,5.0,3
1,19,210246,12,1015,6,648,1.0,1.25,1.0,8
1,9,239975,12,1003,4,657,0.0,0.0,0.0,6
1,9,226070,12,1003,4,658,0.0,0.0,0.0,6
2,19,253512,1,1034,5,80,2.0,0.0,1.0,3
1,1,259569,1,1015,3,1825,1.0,0.0,1.0,6
1,28,230370,8,1036,6,114,4.0,0.0,4.0,6
1,1,242116,1,1039,4,365,12.0,0.0,8.0,8
2,22,233520,12,1015,5,405,5.0,0.0,5.0,3
1,14,36098,48,1014,20,657,17.0,0.0,17.0,17
1,10,230199,12,1044,12,658,8.0,1.25,10.0,10
1,1,218552,1,1047,2,365,0.0,0.0,0.0,6
2,28,258706,8,1039,6,195,0.0,0.0,0.0,3
1,8,230765,20,1020,4,189,5.0,0.0,5.0,6
1,1,147819,1,1014,6,329,0.0,0.0,0.0,6
2,21,218941,14,1000,8,60,15.0,0.0,10.0,10
1,28,206568,15,1007,4,270,2.0,0.0,2.0,6
1,19,229704,12,1047,6,184,0.0,0.0,0.0,6
1,2,202769,36,1032,24,109,19.0,0.0,19.0,19
1,2,254588,36,1016,2,189,2.0,0.0,2.0,6
1,19,217927,12,1047,6,342,3.0,0.0,3.0,6
1,1,147931,4,1007,110,300,112.0,1.25,113.0,94
1,6,37104,24,1053,12,305,3.0,0.0,3.0,6
1,28,132379,1,1049,4,422,2.0,0.0,2.0,6
1,10,241333,12,1021,7,720,5.0,0.0,5.0,6
1,28,218228,24,1032,8,135,9.0,0.0,9.0,9
1,9,232272,6,1024,6,730,1.0,0.0,1.0,6
1,20,231959,24,1038,18,309,23.0,1.25,29.0,29
1,28,251114,1,1040,6,360,1.0,0.0,1.0,6
1,10,243708,12,1052,6,510,0.0,0.0,0.0,6
1,19,200057,10,1041,12,324,0.0,0.0,0.0,6
1,9,258180,12,1042,6,584,1.0,0.0,1.0,6
2,23,246102,12,1020,7,90,15.0,1.25,13.0,13
1,2,256844,24,1000,2,225,0.0,0.0,0.0,6
2,23,202278,1,1012,4,162,5.0,0.0,5.0,3
1,9,235925,12,1033,6,658,2.0,1.25,3.0,8
1,8,242229,10,1020,6,365,2.0,0.0,2.0,6
1,9,256948,12,1006,6,511,0.0,0.0,0.0,6
1,1,252325,1,1020,3,365,2.0,0.0,1.0,6
1,2,227300,10,1034,2,225,3.0,0.0,3.0,6
1,9,220855,12,1039,7,658,1.0,0.0,1.0,6
1,1,250147,1,1015,3,2555,1.0,0.0,1.0,6
1,9,196868,12,1022,6,658,3.0,0.0,3.0,6
1,1,257198,1,1015,3,730,0.0,0.0,0.0,6
1,3,101214,24,1021,16,859,7.0,0.0,7.0,7
1,9,249860,48,1021,6,1080,2.0,1.25,3.0,8
1,14,254802,12,1036,10,2920,6.0,1.25,8.0,8
1,2,259140,12,1000,4,330,0.0,0.0,0.0,6
1,2,216354,12,1049,4,292,9.0,0.0,9.0,9
1,28,230488,12,1039,4,200,4.0,0.0,4.0,6
1,1,237123,6,1007,10,328,8.0,0.0,5.0,5
1,5,229073,20,1000,8,322,13.0,1.25,16.0,16
1,14,106224,36,1036,15,657,7.0,0.0,7.0,7
1,10,100354,24,1033,4,658,0.0,0.0,0.0,6
1,3,140797,24,1046,4,772,0.0,0.0,0.0,6
2,19,246852,6,1020,6,27,2.0,0.0,1.0,3
1,1,254413,6,1048,4,365,3.0,1.25,3.0,8
1,5,238791,24,1052,8,600,8.0,0.0,8.0,8
1,8,200445,12,1042,4,644,1.0,1.25,1.0,8
1,8,7220,12,1026,8,365,11.0,0.0,11.0,11
1,28,220720,24,1005,4,360,5.0,0.0,5.0,6
1,10,251657,24,1047,10,766,8.0,1.25,10.0,10
1,2,256794,20,1014,4,336,5.0,1.25,6.0,8
1,28,63437,6,1038,3,120,2.0,0.0,2.0,6
1,5,256122,12,1015,6,292,0.0,0.0,0.0,6
1,6,246160,48,1039,7,504,0.0,1.25,0.0,8
1,1,165788,1,1006,3,329,4.0,0.0,3.0,6
1,9,212511,3,1038,4,658,1.0,0.0,1.0,6
1,14,15251,120,1006,12,658,4.0,0.0,4.0,6
1,25,27755,12,1019,10,658,4.0,0.0,4.0,6
1,1,239904,1,1050,4,2190,0.0,0.0,0.0,6
2,21,250759,1,1006,5,20,0.0,0.0,0.0,3
1,19,217188,12,1050,7,650,2.0,0.0,2.0,6
1,1,251901,1,1030,3,1825,0.0,0.0,0.0,6
1,12,252746,24,1036,10,432,3.0,0.0,3.0,6
1,1,252357,1,1032,3,1000,0.0,0.0,0.0,6
1,2,215598,24,1026,12,219,7.0,0.0,7.0,7
2,27,140905,1,1052,0,274,0.0,0.0,0.0,3
2,23,235782,20,1011,15,270,19.0,0.0,19.0,19
2,21,260475,1,1016,5,150,1.0,0.0,1.0,3
1,8,180535,12,1023,6,373,0.0,1.25,0.0,8
1,19,212512,12,1032,18,730,11.0,0.0,11.0,11
2,23,202133,10,1019,4,25,2.0,1.25,1.0,4
1,8,238482,24,1006,12,365,5.0,1.25,6.0,8
1,2,252095,12,1030,2,120,0.0,0.0,0.0,6
1,8,238482,24,1005,10,365,5.0,1.25,6.0,8
1,9,253933,6,1032,6,2555,10.0,1.25,13.0,13
1,1,248764,1,1023,3,365,1.0,0.0,1.0,6
1,8,8230,24,1040,4,666,0.0,1.25,0.0,8
1,28,115243,24,1007,6,185,8.0,0.0,8.0,8
1,3,251369,24,1048,4,365,1.0,0.0,1.0,6
1,2,169167,36,1019,5,365,8.0,1.25,10.0,10
1,5,54190,6,1049,6,974,7.0,0.0,7.0,7
1,5,253820,48,1023,3,324,0.0,1.25,0.0,8
1,1,221162,1,1015,3,365,0.0,0.0,0.0,6
2,23,257094,60,1011,3,120,1.0,0.0,1.0,3
1,5,230940,12,1046,2,90,1.0,0.0,1.0,6
1,4,140206,10,1015,7,317,3.0,0.0,3.0,6
1,2,254003,12,1020,4,256,2.0,0.0,2.0,6
2,21,245001,3,1026,4,144,2.0,0.0,2.0,3
1,2,240253,30,1042,8,240,2.0,0.0,2.0,6
1,2,169168,36,1005,6,365,2.0,1.25,3.0,8
2,23,244928,1,1041,3,16,16.0,0.0,5.0,3
1,10,247491,6,1024,11,365,0.0,0.0,0.0,6
