pr_dpcode,brcode,parqty,sh_daysmin,sd_t_qty_30,on_promotion,Parqty_Cal,Parqty_Adj
2,6.0,13,90,7.0,1.25,6.0,8
28,3.0,4,182,3.0,0.0,3.0,6
2,0.0,2,189,0.0,1.25,0.0,8
19,6.0,4,292,6.0,0.0,6.0,6
10,0.0,4,511,0.0,0.0,0.0,6
2,3.0,4,360,3.0,0.0,3.0,6
8,4.0,11,384,4.0,0.0,4.0,6
5,8.0,12,303,8.0,0.0,8.0,8
5,3.0,4,420,2.0,1.25,3.0,8
1,0.0,3,329,0.0,0.0,0.0,6
4,2.0,8,216,2.0,0.0,2.0,6
10,1.0,4,658,1.0,0.0,1.0,6
8,1.0,14,378,1.0,0.0,1.0,6
23,28.0,12,117,28.0,0.0,28.0,28
28,6.0,4,120,6.0,0.0,6.0,6
9,1.0,6,630,1.0,1.25,1.0,8
2,3.0,12,87,4.0,0.0,3.0,6
10,6.0,8,274,6.0,0.0,6.0,6
9,0.0,4,1800,0.0,0.0,0.0,6
1,1.0,3,329,1.0,0.0,1.0,6
4,4.0,5,427,4.0,0.0,4.0,6
23,9.0,7,162,9.0,0.0,9.0,9
22,1.0,10,216,1.0,0.0,1.0,3
23,12.0,6,215,12.0,0.0,12.0,12
28,11.0,6,180,11.0,0.0,11.0,11
8,3.0,4,399,2.0,1.25,3.0,8
19,1.0,12,292,1.0,0.0,1.0,6
10,9.0,4,657,7.0,1.25,9.0,9
6,0.0,6,225,0.0,1.25,0.0,8
2,2.0,12,255,2.0,0.0,2.0,6
19,0.0,3,470,0.0,0.0,0.0,6
8,11.0,8,283,11.0,0.0,11.0,11
1,1.0,3,365,1.0,0.0,1.0,6
14,0.0,3,658,0.0,1.25,0.0,8
9,0.0,6,1460,0.0,0.0,0.0,6
10,1.0,4,365,1.0,0.0,1.0,6
23,42.0,10,162,42.0,0.0,42.0,42
19,1.0,6,180,1.0,0.0,1.0,3
19,0.0,6,472,0.0,0.0,0.0,6
19,2.0,6,256,2.0,0.0,2.0,6
28,10.0,6,144,10.0,0.0,10.0,10
1,3.0,3,365,4.0,0.0,3.0,6
19,0.0,8,981,0.0,0.0,0.0,6
23,14.0,12,162,14.0,0.0,14.0,14
19,0.0,6,39,1.0,0.0,0.0,3
20,0.0,12,183,0.0,0.0,0.0,6
5,3.0,6,100,3.0,0.0,3.0,6
10,0.0,4,510,0.0,0.0,0.0,6
28,1.0,4,540,1.0,0.0,1.0,3
5,4.0,9,319,4.0,0.0,4.0,6
5,2.0,3,532,2.0,0.0,2.0,6
9,5.0,6,658,4.0,1.25,5.0,8
19,1.0,5,80,1.0,0.0,1.0,3
8,6.0,6,526,6.0,0.0,6.0,6
1,8.0,4,730,12.0,0.0,8.0,8
19,10.0,10,329,10.0,0.0,10.0,10
19,11.0,6,170,11.0,0.0,11.0,11
28,12.0,24,180,12.0,0.0,12.0,12
2,2.0,2,323,2.0,0.0,2.0,6
1,5.0,6,365,7.0,0.0,5.0,5
3,1.0,6,218,1.0,0.0,1.0,6
10,8.0,4,1095,6.0,1.25,8.0,8
10,1.0,4,658,1.0,0.0,1.0,6
28,12.0,8,130,12.0,0.0,12.0,12
2,2.0,3,256,2.0,0.0,2.0,6
2,0.0,2,90,0.0,0.0,0.0,6
8,14.0,22,180,14.0,0.0,14.0,14
8,7.0,7,966,7.0,0.0,7.0,7
5,0.0,3,643,0.0,0.0,0.0,6
5,1.0,4,256,1.0,0.0,1.0,6
6,0.0,4,270,0.0,0.0,0.0,6
21,11.0,8,42,32.0,0.0,11.0,11
5,10.0,6,292,8.0,1.25,10.0,10
6,6.0,4,1095,5.0,1.25,6.0,8
1,1.0,6,1825,1.0,0.0,1.0,6
9,3.0,4,730,3.0,0.0,3.0,6
10,0.0,4,658,0.0,1.25,0.0,8
8,14.0,10,1086,14.0,0.0,14.0,14
1,35.0,24,328,44.17,1.25,35.0,36
19,4.0,6,60,6.0,0.0,4.0,3
1,0.0,4,365,0.0,0.0,0.0,6
3,2.0,4,270,2.0,0.0,2.0,6
19,0.0,4,245,0.0,0.0,0.0,6
28,4.0,12,274,4.0,0.0,4.0,3
6,13.0,10,726,13.0,0.0,13.0,13
1,9.0,3,365,14.0,0.0,9.0,9
28,2.0,4,60,3.0,0.0,2.0,6
8,2.0,4,180,2.0,0.0,2.0,6
8,4.0,6,631,4.0,0.0,4.0,6
8,16.0,24,644,16.0,0.0,16.0,16
28,6.0,10,130,6.0,0.0,6.0,6
8,4.0,2,180,4.0,0.0,4.0,6
28,13.0,8,135,13.0,0.0,13.0,13
14,17.0,10,657,17.0,0.0,17.0,17
2,0.0,2,252,0.0,0.0,0.0,6
1,0.0,10,240,0.0,0.0,0.0,6
25,0.0,4,362,0.0,0.0,0.0,6
28,1.0,3,120,1.0,0.0,1.0,3
28,5.0,4,150,5.0,0.0,5.0,3
6,0.0,8,576,0.0,0.0,0.0,6
28,0.0,4,182,0.0,0.0,0.0,6
28,102.0,50,210,102.0,0.0,102.0,102
6,1.0,4,829,1.0,1.25,1.0,8
19,0.0,2,365,0.0,0.0,0.0,6
19,3.0,6,545,3.0,0.0,3.0,6
1,1.0,3,352,2.0,0.0,1.0,6
2,3.0,6,308,2.0,1.25,3.0,8
19,0.0,2,658,0.0,0.0,0.0,6
8,7.0,20,429,7.0,0.0,7.0,7
28,2.0,6,75,3.0,0.0,2.0,6
1,1.0,6,365,2.0,0.0,1.0,6
2,3.0,6,310,3.0,0.0,3.0,6
2,29.0,26,292,23.0,1.25,29.0,29
19,0.0,6,150,0.0,1.25,0.0,4
8,4.0,15,425,4.0,0.0,4.0,6
8,0.0,6,626,0.0,0.0,0.0,6
2,4.0,12,270,4.0,0.0,4.0,6
5,2.0,3,378,2.0,0.0,2.0,6
8,2.0,6,292,2.0,0.0,2.0,6
19,1.0,5,90,1.0,0.0,1.0,3
10,33.0,19,504,26.0,1.25,33.0,33
5,0.0,3,240,0.0,0.0,0.0,6
5,0.0,6,263,0.0,0.0,0.0,6
19,2.0,6,850,2.0,0.0,2.0,6
1,0.0,3,1095,0.0,0.0,0.0,6
18,8.0,7,126,8.0,0.0,8.0,8
9,9.0,6,658,7.0,1.25,9.0,9
14,23.0,20,658,23.0,0.0,23.0,23
28,0.0,4,802,0.0,0.0,0.0,6
5,24.0,24,360,24.0,0.0,24.0,24
9,2.0,6,658,2.0,0.0,2.0,6
28,4.0,6,290,4.0,0.0,4.0,6
2,46.0,48,270,37.0,1.25,46.0,46
2,3.0,2,140,2.0,1.25,3.0,8
9,0.0,8,328,0.0,0.0,0.0,6
8,3.0,4,570,3.0,0.0,3.0,6
21,1.0,2,135,1.0,1.25,1.0,4
2,3.0,6,365,3.0,0.0,3.0,6
28,1.0,4,90,2.0,0.0,1.0,6
9,3.0,4,1095,2.0,1.25,3.0,8
1,3.0,6,180,4.0,0.0,3.0,6
19,1.0,6,584,1.0,1.25,1.0,8
9,5.0,8,547,5.0,0.0,5.0,6
5,0.0,3,300,0.0,0.0,0.0,6
19,5.0,6,24,12.0,1.25,5.0,4
19,0.0,24,365,0.0,0.0,0.0,6
28,0.0,3,17,0.0,0.0,0.0,3
5,6.0,7,876,6.0,0.0,6.0,6
28,68.0,24,135,69.0,0.0,68.0,69
2,3.0,2,634,3.0,0.0,3.0,6
28,2.0,4,360,2.0,0.0,2.0,6
9,0.0,2,1095,0.0,0.0,0.0,6
19,2.0,10,180,2.0,0.0,2.0,3
28,3.0,4,150,3.0,0.0,3.0,6
23,2.0,3,13,8.0,0.0,2.0,3
1,1.0,3,365,2.0,0.0,1.0,6
19,10.0,12,90,15.0,0.0,10.0,10
21,14.0,5,21,33.0,1.25,14.0,14
28,53.0,28,105,53.0,0.0,53.0,53
28,0.0,3,20,1.0,0.0,0.0,3
20,3.0,4,318,3.0,0.0,3.0,6
28,3.0,4,540,3.0,0.0,3.0,6
28,2.0,4,120,2.0,0.0,2.0,6
10,5.0,6,657,4.0,1.25,5.0,8
10,0.0,6,1277,0.0,1.25,0.0,8
1,1.0,6,365,2.0,0.0,1.0,6
5,4.0,2,288,4.0,0.0,4.0,6
22,0.0,4,312,0.0,0.0,0.0,3
1,1.0,3,420,0.75,0.0,1.0,6
19,4.0,6,1460,3.0,1.25,4.0,8
1,11.0,11,256,17.0,0.0,11.0,11
4,4.0,6,217,3.0,1.25,4.0,8
28,4.0,8,630,4.0,0.0,4.0,6
19,3.0,3,365,3.0,0.0,3.0,6
10,3.0,7,576,3.0,0.0,3.0,6
5,1.0,3,360,1.0,0.0,1.0,6
10,3.0,4,657,3.0,0.0,3.0,6
19,2.0,6,1460,2.0,0.0,2.0,6
8,0.0,6,603,0.0,0.0,0.0,6
23,51.0,19,274,51.0,0.0,51.0,51
28,1.0,4,90,1.0,0.0,1.0,6
10,2.0,6,1095,2.0,0.0,2.0,6
10,0.0,4,1825,0.0,0.0,0.0,6
6,43.0,7,965,34.0,1.25,43.0,43
1,1.0,3,365,1.0,0.0,1.0,6
9,38.0,12,756,30.0,1.25,38.0,38
20,1.0,6,299,1.0,0.0,1.0,6
2,13.0,12,243,13.0,0.0,13.0,13
3,6.0,4,916,5.0,1.25,6.0,8
1,5.0,6,352,7.0,0.0,5.0,5
5,2.0,3,650,2.0,0.0,2.0,6
3,0.0,4,480,0.0,0.0,0.0,6
2,5.0,8,184,5.0,0.0,5.0,6
19,0.0,5,135,0.0,1.25,0.0,4
9,11.0,12,1095,9.0,1.25,11.0,11
23,1.0,5,162,1.0,0.0,1.0,3
20,1.0,12,274,1.0,0.0,1.0,6
23,20.0,20,20,61.0,0.0,20.0,20
5,3.0,3,252,3.0,0.0,3.0,6
2,5.0,8,265,4.0,1.25,5.0,8
23,0.0,6,162,0.0,0.0,0.0,3
25,0.0,6,365,0.0,0.0,0.0,6
9,4.0,10,658,4.0,0.0,4.0,6
10,3.0,7,658,2.0,1.25,3.0,8
2,9.0,8,294,7.0,1.25,9.0,9
3,30.0,60,162,30.0,0.0,30.0,30
5,0.0,3,720,0.0,1.25,0.0,8
8,6.0,24,285,6.0,0.0,6.0,6
5,6.0,12,308,5.0,1.25,6.0,8
3,17.0,16,374,17.0,0.0,17.0,17
8,1.0,6,346,1.0,0.0,1.0,6
4,0.0,6,216,0.0,0.0,0.0,6
23,118.0,80,14,382.0,0.0,118.0,89
1,0.0,3,329,0.0,0.0,0.0,6
1,0.0,3,365,0.0,0.0,0.0,6
5,0.0,3,874,0.0,0.0,0.0,6
19,0.0,6,180,0.0,0.0,0.0,6
5,7.0,16,260,7.0,0.0,7.0,7
2,17.0,24,168,17.0,0.0,17.0,17
1,2.0,6,352,3.0,0.0,2.0,6
10,1.0,4,384,1.0,1.25,1.0,8
1,1.0,4,365,2.0,0.0,1.0,6
14,19.0,50,658,19.0,0.0,19.0,19
2,46.0,42,328,37.0,1.25,46.0,46
20,9.0,9,264,9.0,0.0,9.0,9
14,2.0,5,658,2.0,0.0,2.0,6
19,3.0,12,658,3.0,0.0,3.0,6
5,9.0,12,378,9.0,0.0,9.0,9
1,1.0,6,740,2.0,0.0,1.0,6
23,14.0,18,165,14.0,0.0,14.0,14
2,34.0,23,300,27.0,1.25,34.0,34
1,0.0,3,329,0.0,0.0,0.0,6
28,4.0,8,91,4.0,0.0,4.0,3
20,0.0,4,324,0.0,0.0,0.0,6
14,5.0,9,1095,5.0,0.0,5.0,6
3,144.0,100,240,114.0,1.25,144.0,143
8,10.0,20,308,10.0,0.0,10.0,10
8,8.0,9,801,8.0,0.0,8.0,8
3,39.0,30,270,31.0,1.25,39.0,39
28,9.0,6,300,9.0,0.0,9.0,9
3,0.0,4,365,0.0,0.0,0.0,6
1,1.0,3,250,1.0,0.0,1.0,6
10,9.0,9,180,7.0,1.25,9.0,9
23,2.0,3,26,5.0,0.0,2.0,3
4,6.0,4,301,6.0,0.0,6.0,6
19,0.0,4,511,0.0,0.0,0.0,6
19,5.0,5,25,16.0,0.0,5.0,3
8,2.0,30,730,2.0,0.0,2.0,6
6,9.0,13,522,7.0,1.25,9.0,9
6,1.0,8,886,1.0,0.0,1.0,6
20,14.0,5,454,11.0,1.25,14.0,14
14,3.0,4,657,3.0,0.0,3.0,6
19,7.0,12,644,7.0,0.0,7.0,7
8,5.0,4,485,4.0,1.25,5.0,8
19,6.0,6,508,6.0,0.0,6.0,6
8,5.0,12,644,4.0,1.25,5.0,8
1,1.0,3,360,1.0,0.0,1.0,6
19,0.0,2,657,0.0,0.0,0.0,6
23,51.0,25,14,134.0,1.25,51.0,39
1,487.0,190,311,399.0,1.25,487.0,333
19,0.0,7,90,0.0,0.0,0.0,6
8,18.0,13,655,14.0,1.25,18.0,18
10,81.0,6,864,65.0,1.25,81.0,81
23,9.0,5,186,7.0,1.25,9.0,9
5,1.0,6,256,1.0,0.0,1.0,6
9,13.0,6,658,10.0,1.25,13.0,13
19,0.0,2,120,0.0,0.0,0.0,6
19,2.0,6,300,2.0,0.0,2.0,3
23,22.0,7,274,22.0,0.0,22.0,22
2,21.0,20,325,21.0,0.0,21.0,21
2,54.0,60,300,43.0,1.25,54.0,54
19,5.0,6,657,5.0,0.0,5.0,6
8,8.0,13,270,8.0,0.0,8.0,8
6,8.0,8,540,6.0,1.25,8.0,8
1,1.0,3,1825,2.0,0.0,1.0,6
2,4.0,6,255,4.0,0.0,4.0,6
9,0.0,6,766,0.0,0.0,0.0,6
1,1.0,3,365,1.0,0.0,1.0,6
2,13.0,12,207,13.0,0.0,13.0,13
5,2.0,3,90,3.0,0.0,2.0,6
22,6.0,6,305,6.0,0.0,6.0,6
3,1.0,4,901,1.0,1.25,1.0,8
5,33.0,48,330,26.0,1.25,33.0,33
19,0.0,10,441,0.0,0.0,0.0,6
21,0.0,3,24,0.0,1.25,0.0,4
23,11.0,8,109,11.0,0.0,11.0,11
19,0.0,6,120,0.0,0.0,0.0,6
21,4.0,8,21,12.0,0.0,4.0,3
1,0.0,3,365,0.0,0.0,0.0,6
28,11.0,12,365,11.0,0.0,11.0,11
3,4.0,6,636,4.0,0.0,4.0,6
3,9.0,14,241,9.0,0.0,9.0,9
28,14.0,14,360,14.0,0.0,14.0,14
8,7.0,6,146,7.0,0.0,7.0,7
19,1.0,4,657,1.0,0.0,1.0,6
5,14.0,12,183,14.0,0.0,14.0,14
6,4.0,8,171,4.0,0.0,4.0,6
5,7.0,6,182,7.0,0.0,7.0,7
1,0.0,3,365,0.0,0.0,0.0,6
22,3.0,2,528,3.0,0.0,3.0,3
28,0.0,6,90,0.0,0.0,0.0,6
8,3.0,5,236,3.0,0.0,3.0,6
25,4.0,10,658,4.0,0.0,4.0,6
5,5.0,3,292,5.0,0.0,5.0,6
9,0.0,6,730,0.0,0.0,0.0,6
9,1.0,4,657,1.0,1.25,1.0,8
5,0.0,2,240,0.0,0.0,0.0,6
23,10.0,8,14,44.0,0.0,10.0,10
19,3.0,8,255,2.0,1.25,3.0,8
9,15.0,8,657,12.0,1.25,15.0,15
9,1.0,6,455,1.0,0.0,1.0,6
14,55.0,30,657,55.0,0.0,55.0,55
8,0.0,3,966,0.0,0.0,0.0,6
8,5.0,4,327,5.0,0.0,5.0,6
19,4.0,15,292,3.0,1.25,4.0,8
8,3.0,4,580,3.0,0.0,3.0,6
23,1.0,3,26,4.0,0.0,1.0,3
9,1.0,6,504,1.0,1.25,1.0,8
2,6.0,12,255,6.0,0.0,6.0,6
3,18.0,28,972,18.0,0.0,18.0,18
3,4.0,4,255,4.0,0.0,4.0,6
9,0.0,6,1300,0.0,0.0,0.0,6
10,6.0,4,658,5.0,1.25,6.0,8
10,3.0,12,658,2.0,1.25,3.0,8
19,2.0,8,45,5.0,0.0,2.0,3
23,18.0,9,103,18.0,0.0,18.0,18
8,2.0,8,220,2.0,0.0,2.0,6
5,2.0,3,584,2.0,0.0,2.0,6
2,3.0,25,255,3.0,0.0,3.0,6
1,3.0,6,352,4.25,0.0,3.0,6
8,3.0,4,720,3.0,0.0,3.0,6
10,6.0,6,766,6.0,0.0,6.0,6
10,0.0,9,1277,0.0,1.25,0.0,8
1,4.0,3,608,5.0,1.25,4.0,8
28,5.0,4,120,5.0,0.0,5.0,6
19,0.0,6,650,0.0,0.0,0.0,6
2,3.0,2,300,2.0,1.25,3.0,8
8,8.0,16,180,8.0,0.0,8.0,8
8,1.0,13,384,1.0,0.0,1.0,6
1,0.0,3,1825,0.0,0.0,0.0,6
3,1.0,6,150,1.0,0.0,1.0,6
3,6.0,12,298,5.0,1.25,6.0,8
5,0.0,6,300,0.0,0.0,0.0,6
19,1.0,16,180,1.0,0.0,1.0,6
19,1.0,6,365,1.0,0.0,1.0,6
21,9.0,5,30,21.0,1.25,9.0,9
9,2.0,4,658,2.0,0.0,2.0,6
5,16.0,20,180,16.0,0.0,16.0,16
5,7.0,6,302,7.0,0.0,7.0,7
19,0.0,8,300,0.0,0.0,0.0,6
2,27.0,36,65,41.0,0.0,27.0,27
20,100.0,48,120,80.0,1.25,100.0,100
19,5.0,6,300,5.0,0.0,5.0,6
8,1.0,6,120,1.0,0.0,1.0,6
5,0.0,3,307,0.0,0.0,0.0,6
8,9.0,15,321,9.0,0.0,9.0,9
14,12.0,20,1095,12.0,0.0,12.0,12
14,0.0,14,365,0.0,0.0,0.0,6
8,4.0,13,270,4.0,0.0,4.0,6
9,5.0,12,657,5.0,0.0,5.0,6
14,0.0,6,700,0.0,0.0,0.0,6
19,0.0,6,730,0.0,0.0,0.0,6
5,0.0,6,720,0.0,1.25,0.0,8
5,3.0,6,645,3.0,0.0,3.0,6
1,25.0,12,300,20.0,1.25,25.0,16
6,3.0,6,720,2.0,1.25,3.0,8
19,3.0,10,90,5.0,0.0,3.0,3
28,1.0,4,21,4.0,0.0,1.0,3
8,5.0,13,475,5.0,0.0,5.0,6
19,1.0,12,180,1.0,0.0,1.0,6
2,1.0,6,189,1.0,0.0,1.0,6
23,1.0,5,10,4.0,0.0,1.0,3
1,1.0,3,365,2.0,0.0,1.0,6
28,3.0,6,274,3.0,0.0,3.0,3
8,0.0,8,317,0.0,1.25,0.0,8
9,0.0,4,658,0.0,0.0,0.0,6
23,7.0,8,20,22.0,0.0,7.0,7
3,2.0,6,651,2.0,0.0,2.0,6
21,1.0,5,200,1.0,0.0,1.0,3
19,0.0,6,30,0.0,0.0,0.0,3
23,30.0,27,13,135.0,0.0,30.0,32
20,1.0,3,296,1.0,1.25,1.0,8
9,4.0,4,658,4.0,0.0,4.0,6
3,19.0,12,161,15.0,1.25,19.0,19
10,3.0,8,504,2.0,1.25,3.0,8
19,2.0,6,658,2.0,0.0,2.0,6
9,8.0,6,876,6.0,1.25,8.0,8
19,1.0,3,90,1.0,0.0,1.0,3
10,3.0,6,658,3.0,0.0,3.0,6
2,9.0,12,236,7.0,1.25,9.0,9
8,9.0,6,240,7.0,1.25,9.0,9
5,8.0,6,365,6.0,1.25,8.0,8
1,3.0,4,240,3.0,1.25,3.0,8
9,1.0,6,730,1.0,0.0,1.0,6
6,16.0,31,892,13.0,1.25,16.0,16
14,0.0,2,658,0.0,0.0,0.0,6
5,4.0,3,511,4.0,0.0,4.0,6
23,1.0,3,16,4.0,0.0,1.0,3
8,6.0,6,292,6.0,0.0,6.0,6
2,4.0,2,252,4.0,0.0,4.0,6
19,0.0,4,3600,0.0,0.0,0.0,6
19,0.0,2,292,0.0,0.0,0.0,6
10,4.0,6,756,4.0,0.0,4.0,6
8,5.0,11,322,5.0,0.0,5.0,6
19,1.0,6,256,1.0,1.25,1.0,8
9,3.0,10,658,3.0,0.0,3.0,6
2,7.0,7,656,7.0,0.0,7.0,7
9,10.0,8,504,8.0,1.25,10.0,10
10,8.0,4,658,6.0,1.25,8.0,8
21,1.0,3,36,3.0,0.0,1.0,3
22,1.0,4,219,1.0,0.0,1.0,3
2,6.0,24,443,6.0,0.0,6.0,6
3,1.0,6,365,1.0,1.25,1.0,8
28,1.0,4,135,1.0,0.0,1.0,3
19,3.0,5,180,3.0,0.0,3.0,6
12,33.0,40,568,33.0,0.0,33.0,33
3,14.0,10,655,11.0,1.25,14.0,14
1,0.0,2,329,0.0,0.0,0.0,6
20,5.0,4,292,5.0,0.0,5.0,6
2,17.0,18,219,17.0,0.0,17.0,17
2,7.0,6,288,7.0,0.0,7.0,7
8,28.0,47,328,28.0,0.0,28.0,28
10,10.0,13,365,8.0,1.25,10.0,10
2,22.0,22,126,22.0,0.0,22.0,22
2,5.0,6,323,4.0,1.25,5.0,8
19,3.0,8,120,3.0,0.0,3.0,6
28,0.0,4,150,0.0,0.0,0.0,6
10,25.0,20,657,25.0,0.0,25.0,25
5,0.0,6,182,0.0,0.0,0.0,6
5,7.0,4,408,7.0,0.0,7.0,7
5,2.0,3,233,2.0,0.0,2.0,6
2,1.0,4,120,1.0,1.25,1.0,8
9,0.0,4,658,0.0,0.0,0.0,6
2,3.0,6,286,3.0,0.0,3.0,6
10,7.0,6,658,7.0,0.0,7.0,7
9,5.0,8,658,5.0,0.0,5.0,6
1,0.0,3,365,0.0,0.0,0.0,6
3,10.0,8,328,10.0,0.0,10.0,10
8,15.0,11,180,12.0,1.25,15.0,15
23,0.0,13,60,0.0,1.25,0.0,4
19,2.0,5,30,5.0,0.0,2.0,3
23,12.0,13,30,31.0,1.25,12.0,13
3,2.0,4,270,2.0,0.0,2.0,6
23,12.0,17,8,50.0,0.0,12.0,12
2,25.0,4,232,20.0,1.25,25.0,25
19,0.0,3,90,0.0,0.0,0.0,3
8,4.0,7,300,4.0,0.0,4.0,6
28,1.0,4,120,1.0,0.0,1.0,6
28,1.0,6,180,1.0,0.0,1.0,6
23,2.0,6,108,2.0,0.0,2.0,3
19,0.0,6,260,0.0,0.0,0.0,6
8,21.0,36,401,21.0,0.0,21.0,21
28,1.0,4,180,1.0,0.0,1.0,6
3,5.0,6,150,4.0,1.25,5.0,8
1,7.0,8,365,8.0,1.25,7.0,6
8,1.0,5,474,1.0,1.25,1.0,8
9,5.0,6,657,4.0,1.25,5.0,8
8,0.0,4,545,0.0,0.0,0.0,6
8,5.0,6,300,5.0,0.0,5.0,6
1,1.0,3,365,1.0,0.0,1.0,6
8,2.0,4,653,2.0,0.0,2.0,6
28,1.0,4,30,3.0,0.0,1.0,3
9,3.0,4,864,2.0,1.25,3.0,8
28,5.0,8,61,8.0,0.0,5.0,3
8,10.0,4,652,10.0,0.0,10.0,10
2,4.0,2,252,3.0,1.25,4.0,8
8,6.0,4,322,6.0,0.0,6.0,6
28,2.0,6,135,2.0,0.0,2.0,6
8,6.0,6,634,6.0,0.0,6.0,6
8,33.0,13,1614,26.0,1.25,33.0,33
12,5.0,24,640,5.0,0.0,5.0,6
8,6.0,4,615,6.0,0.0,6.0,6
2,37.0,24,240,37.0,0.0,37.0,37
3,3.0,6,665,3.0,0.0,3.0,6
2,2.0,6,292,2.0,0.0,2.0,6
9,1.0,13,766,1.0,0.0,1.0,6
9,4.0,4,658,4.0,0.0,4.0,6
2,0.0,2,120,0.0,0.0,0.0,6
1,1.0,3,329,1.0,0.0,1.0,6
28,0.0,4,135,0.0,0.0,0.0,6
19,0.0,5,30,0.0,0.0,0.0,3
5,50.0,24,213,40.0,1.25,50.0,50
2,4.0,6,390,3.0,1.25,4.0,8
19,8.0,8,24,23.0,0.0,8.0,8
5,4.0,3,636,4.0,0.0,4.0,6
20,13.0,9,304,13.0,0.0,13.0,13
3,6.0,8,652,6.0,0.0,6.0,6
23,8.0,8,30,18.0,1.25,8.0,8
28,1.0,6,135,1.0,0.0,1.0,3
5,1.0,2,247,1.0,0.0,1.0,6
1,35.0,30,240,52.0,0.0,35.0,35
5,61.0,60,319,61.0,0.0,61.0,61
10,0.0,6,510,0.0,0.0,0.0,6
19,0.0,6,256,0.0,0.0,0.0,6
19,3.0,3,730,3.0,0.0,3.0,6
10,10.0,6,658,8.0,1.25,10.0,10
1,1.0,9,365,1.0,0.0,1.0,6
2,2.0,4,256,2.0,0.0,2.0,6
9,2.0,6,657,2.0,0.0,2.0,6
19,0.0,3,328,0.0,0.0,0.0,3
2,1.0,2,252,1.0,0.0,1.0,6
9,5.0,6,584,5.0,0.0,5.0,6
3,0.0,2,330,0.0,0.0,0.0,6
1,8.0,4,365,12.0,0.0,8.0,8
28,6.0,6,150,6.0,0.0,6.0,6
28,102.0,70,120,103.0,0.0,102.0,103
8,3.0,4,255,3.0,0.0,3.0,6
9,5.0,6,657,5.0,0.0,5.0,6
22,0.0,2,720,0.0,0.0,0.0,3
5,15.0,4,180,12.0,1.25,15.0,15
9,0.0,6,630,0.0,1.25,0.0,8
5,1.0,6,478,1.0,1.25,1.0,8
8,0.0,12,180,0.0,0.0,0.0,6
28,4.0,4,180,4.0,0.0,4.0,6
8,17.0,8,1277,17.0,0.0,17.0,17
5,5.0,8,730,4.0,1.25,5.0,8
8,9.0,7,159,9.0,0.0,9.0,9
20,5.0,8,296,4.0,1.25,5.0,8
14,23.0,30,657,23.0,0.0,23.0,23
19,0.0,6,256,0.0,0.0,0.0,6
9,1.0,6,292,1.0,0.0,1.0,6
28,4.0,3,260,4.0,0.0,4.0,6
9,2.0,4,657,2.0,0.0,2.0,6
10,4.0,6,365,4.0,0.0,4.0,6
10,6.0,4,658,6.0,0.0,6.0,6
3,0.0,4,180,0.0,0.0,0.0,6
19,14.0,12,307,14.0,0.0,14.0,14
1,1.0,3,329,2.0,0.0,1.0,6
19,0.0,6,730,0.0,0.0,0.0,6
19,3.0,12,180,3.0,0.0,3.0,6
8,1.0,6,270,1.0,0.0,1.0,6
2,4.0,12,437,4.0,0.0,4.0,6
19,0.0,6,766,0.0,0.0,0.0,6
9,0.0,4,658,0.0,0.0,0.0,6
1,0.0,3,365,0.0,0.0,0.0,6
2,1.0,2,295,1.0,0.0,1.0,6
9,1.0,4,756,1.0,1.25,1.0,8
6,65.0,48,756,65.0,0.0,65.0,65
19,0.0,6,584,0.0,0.0,0.0,6
2,15.0,12,300,15.0,0.0,15.0,15
19,0.0,6,657,0.0,0.0,0.0,6
25,3.0,12,658,3.0,0.0,3.0,6
4,5.0,16,596,5.0,0.0,5.0,6
3,0.0,2,365,0.0,0.0,0.0,6
1,3.0,4,1825,5.0,0.0,3.0,6
21,1.0,3,180,1.0,1.25,1.0,4
22,13.0,14,270,13.0,0.0,13.0,13
6,65.0,38,822,65.0,0.0,65.0,65
28,0.0,8,154,0.0,0.0,0.0,6
10,4.0,9,756,3.0,1.25,4.0,8
1,1.0,3,2190,1.0,0.0,1.0,6
28,0.0,4,105,0.0,0.0,0.0,6
9,3.0,6,657,2.0,1.25,3.0,8
20,6.0,3,309,6.0,0.0,6.0,6
1,1.0,4,730,1.0,0.0,1.0,6
5,3.0,3,300,2.0,1.25,3.0,8
5,0.0,2,180,0.0,0.0,0.0,6
20,0.0,15,84,0.0,0.0,0.0,3
5,0.0,3,583,0.0,1.25,0.0,8
23,15.0,8,162,15.0,0.0,15.0,15
2,34.0,38,319,27.0,1.25,34.0,34
19,2.0,5,90,3.0,0.0,2.0,3
5,2.0,6,365,2.0,0.0,2.0,6
1,7.0,12,329,11.0,0.0,7.0,7
9,8.0,6,1277,6.0,1.25,8.0,8
5,2.0,3,464,2.0,0.0,2.0,6
9,0.0,6,630,0.0,1.25,0.0,8
9,0.0,6,730,0.0,0.0,0.0,6
2,8.0,4,168,8.0,0.0,8.0,8
19,1.0,4,255,1.0,0.0,1.0,6
28,88.0,50,365,89.0,0.0,88.0,89
8,2.0,6,480,2.0,0.0,2.0,6
19,0.0,6,30,0.0,0.0,0.0,3
28,3.0,4,120,3.0,0.0,3.0,3
9,0.0,7,658,0.0,1.25,0.0,8
28,0.0,4,135,0.0,0.0,0.0,6
1,1.0,3,9999,1.0,0.0,1.0,6
1,2.0,6,1095,3.0,0.0,2.0,6
1,1.0,3,2190,2.0,0.0,1.0,6
